transport_mode,distance_km,weather,time_of_day,co2_kg
1,29.76,0,4,2.379
4,15.48,1,5,0.018
4,17.31,1,3,0.032
1,10.97,0,14,0.86
3,10.77,1,17,0.447
0,5.79,1,9,1.775
3,19.98,0,5,1.235
1,4.1,1,0,0.409
1,1.93,0,4,0.166
4,13.86,1,13,0.03
0,5.36,1,6,0.892
0,16.2,0,3,2.755
1,22.55,0,6,1.297
2,26.33,1,6,1.32
4,29.85,0,21,0.038
4,18.98,0,5,0.024
2,9.25,1,16,0.218
4,24.26,0,20,0.023
4,5.91,0,7,0.012
4,15.65,1,7,0.025
0,3.91,1,16,0.697
1,0.91,0,15,0.089
3,20.38,0,9,0.956
3,20.15,1,22,1.022
1,24.07,0,16,2.083
2,6.76,1,17,0.185
4,13.24,1,18,0.025
3,3.98,1,4,0.179
2,10.03,1,1,0.48
2,21.24,0,23,0.458
3,17.48,0,17,0.643
0,20.23,0,14,2.598
3,14.96,1,8,0.89
0,16.16,1,6,4.181
4,24.63,0,16,0.016
2,26.22,0,10,0.712
3,6.67,1,10,0.277
0,21.19,1,16,4.024
3,9.21,0,6,0.564
0,29.73,1,18,7.965
4,27.8,0,4,0.027
3,5.38,1,13,0.293
1,20.02,1,4,1.372
1,22.68,1,20,2.335
4,2.81,0,20,0.01
0,21.88,0,0,5.269
1,27.27,0,11,2.182
0,17.25,1,7,3.484
1,10.7,1,2,0.885
1,5.39,1,5,0.529
4,29.07,0,2,0.026
3,7.33,1,10,0.476
0,6.42,1,19,1.636
0,13.32,0,5,2.468
0,4.08,0,23,0.682
4,2.93,1,11,0.01
0,22.43,0,19,4.922
4,13.46,1,2,0.02
0,28.27,1,0,4.345
2,21.69,0,22,0.755
3,27.78,0,19,1.812
4,16.19,0,15,0.032
4,26.77,0,13,0.014
0,26.92,1,23,6.364
4,22.13,1,23,0.04
0,11.78,1,11,2.639
4,19.74,1,7,0.011
3,21.57,0,16,1.44
4,13.13,1,14,0.027
2,7.42,0,23,0.31
3,20.93,0,11,1.389
0,20.28,1,10,5.32
3,7.26,0,16,0.238
4,9.14,1,2,0.012
4,11.98,0,21,0.015
4,8.03,0,9,0.013
1,5.82,1,6,0.575
1,26.24,1,10,2.741
0,16.88,0,13,3.211
1,26.29,0,23,1.895
2,26.64,0,14,0.626
2,6.82,1,7,0.361
3,8.74,1,22,0.375
2,21.34,0,0,0.834
0,9.88,0,1,2.419
4,13.03,0,1,0.02
3,25.33,0,22,0.858
1,13.51,1,2,1.218
1,6.61,0,1,0.664
3,16.28,1,16,0.574
1,1.0,0,10,0.076
4,24.85,0,20,0.019
0,26.5,1,22,4.95
4,23.89,1,21,0.043
0,27.05,0,11,7.989
0,21.45,1,22,4.389
3,4.25,1,17,0.232
3,12.67,0,14,0.404
0,10.29,1,16,2.348
4,1.76,1,6,0.01
3,17.14,0,3,0.943
3,3.91,0,11,0.235
3,21.36,1,17,1.069
3,17.51,1,1,1.087
1,28.82,0,2,1.894
4,25.01,0,17,0.022
0,12.9,0,17,2.442
2,27.34,0,10,1.396
3,2.57,1,6,0.194
4,20.32,1,20,0.035
4,4.75,1,11,0.01
2,2.29,0,7,0.065
4,23.43,0,12,0.046
3,1.25,1,16,0.053
1,27.34,1,5,2.495
3,14.0,0,5,0.562
0,11.83,1,5,2.449
2,27.0,1,12,1.413
0,23.02,1,19,4.072
1,3.21,1,14,0.209
0,27.26,0,19,8.039
1,23.29,1,5,2.465
3,25.75,1,11,0.948
0,23.9,1,2,5.907
0,24.61,1,20,4.234
2,20.81,1,8,0.734
0,6.58,1,10,1.115
4,28.43,0,5,0.051
3,8.62,0,19,0.347
2,9.13,1,4,0.524
0,13.41,0,0,2.654
2,13.13,0,11,0.423
3,28.51,1,6,1.226
1,11.48,0,18,1.266
1,11.73,1,19,1.231
3,2.62,1,3,0.139
4,5.13,1,11,0.01
2,7.4,0,10,0.253
0,20.46,0,12,3.722
4,1.01,1,0,0.01
3,11.75,0,20,0.5
0,8.52,0,10,2.149
4,5.12,1,16,0.01
4,27.96,0,11,0.033
1,21.61,0,8,1.916
0,1.39,1,20,0.429
1,12.25,0,0,1.097
0,11.62,0,4,1.948
1,24.02,1,4,1.884
1,6.86,1,5,0.629
0,17.2,1,4,3.028
3,27.6,1,0,1.118
0,29.47,1,10,5.6
2,8.35,0,8,0.231
3,4.76,0,20,0.296
2,6.31,0,10,0.248
3,2.05,1,11,0.079
4,26.22,1,9,0.036
1,18.28,1,4,1.349
2,20.18,0,14,0.476
1,13.18,1,4,1.154
1,25.14,0,16,1.945
0,19.36,1,2,4.624
0,20.56,0,7,2.61
0,16.56,0,13,3.392
0,17.6,0,21,2.847
0,29.07,1,9,8.77
0,1.18,0,14,0.278
3,22.46,0,18,1.427
2,25.45,0,7,1.216
2,5.01,1,23,0.192
1,7.68,1,15,0.667
1,27.81,1,3,2.165
0,25.62,1,16,3.772
0,12.94,1,10,2.515
2,24.62,1,20,1.211
0,17.76,0,20,3.279
4,21.4,1,13,0.03
0,26.66,1,2,5.665
3,21.94,0,0,0.911
2,21.12,1,23,0.83
0,9.76,1,12,1.688
1,6.9,0,0,0.687
2,17.49,1,5,0.715
1,12.02,0,13,1.192
4,10.21,1,10,0.014
4,11.18,0,15,0.01
4,20.81,1,16,0.02
1,5.96,0,10,0.483
2,28.78,0,17,0.934
1,17.05,1,14,1.421
2,10.28,0,7,0.481
1,11.71,1,12,1.173
2,23.69,0,9,0.988
2,1.6,1,3,0.039
3,23.9,0,11,1.194
3,13.92,1,16,0.476
3,8.61,1,13,0.477
3,0.52,0,9,0.03
1,25.56,0,5,2.636
4,26.43,0,14,0.054
4,21.96,0,17,0.038
1,15.64,1,17,1.73
4,3.51,1,15,0.01
1,24.52,0,22,2.349
3,15.11,0,19,0.854
2,0.8,1,19,0.019
1,4.2,0,12,0.395
2,21.48,1,7,1.127
1,25.23,0,17,1.825
1,3.83,1,22,0.368
4,26.33,0,4,0.032
0,4.89,0,18,0.72
4,14.36,0,7,0.01
3,21.01,1,23,1.172
2,10.66,1,2,0.549
3,22.21,1,5,1.39
2,12.04,1,23,0.548
3,21.37,0,5,1.067
1,5.86,1,17,0.65
3,16.62,0,13,0.937
1,0.59,1,1,0.044
3,16.05,1,18,0.691
0,22.58,1,20,4.457
0,28.07,0,1,5.983
1,5.08,0,10,0.422
4,7.61,0,2,0.015
0,17.61,1,22,3.578
1,14.92,1,21,1.113
4,29.14,0,2,0.034
0,20.37,0,7,3.539
2,2.79,0,0,0.084
3,25.21,1,22,1.084
0,26.51,0,9,3.64
0,26.62,0,14,3.197
4,15.7,0,15,0.019
2,22.05,0,15,0.535
2,3.18,0,4,0.069
1,10.27,1,18,1.151
4,27.66,0,7,0.032
1,26.74,1,2,2.595
2,23.81,0,9,0.888
3,18.93,1,19,0.931
4,25.4,1,23,0.052
1,26.43,1,14,2.673
3,24.06,0,22,1.294
2,7.73,1,17,0.261
2,29.38,0,20,0.817
2,26.95,0,8,0.581
1,8.92,1,18,1.079
1,20.99,1,3,1.583
3,24.0,0,4,1.529
2,12.98,0,4,0.621
4,14.76,1,3,0.032
1,29.58,1,11,3.603
4,15.05,0,20,0.025
4,29.47,1,22,0.047
0,25.33,1,14,3.881
3,16.25,0,9,1.033
4,27.62,0,11,0.048
1,7.0,1,20,0.819
0,13.79,1,10,3.847
4,5.11,0,21,0.01
3,25.07,0,14,1.644
1,18.38,0,18,1.842
3,7.7,0,5,0.348
1,23.06,1,11,1.751
1,10.81,1,1,1.132
1,21.12,1,13,1.351
2,11.67,1,9,0.341
1,16.26,1,19,1.863
2,26.94,1,23,1.189
4,6.81,1,18,0.01
4,4.84,0,20,0.01
4,2.6,1,4,0.01
3,25.55,1,21,1.332
2,6.92,1,22,0.217
3,28.65,0,20,1.713
3,14.46,1,12,0.992
4,4.01,1,9,0.01
1,20.24,1,15,1.705
0,6.99,0,5,1.144
3,11.21,0,10,0.68
2,4.59,0,7,0.225
1,19.62,1,8,2.079
3,18.02,1,22,0.848
2,8.92,0,19,0.256
1,25.66,0,6,2.288
0,20.41,0,22,4.622
2,2.49,0,13,0.124
2,14.74,1,23,0.606
3,18.95,1,23,0.989
3,21.79,1,12,1.594
0,13.84,0,11,2.646
4,13.73,1,14,0.022
3,26.18,0,15,1.647
1,27.45,0,14,2.694
2,13.33,0,1,0.534
3,3.27,0,11,0.174
0,11.13,0,17,2.819
2,20.98,1,21,0.95
4,25.48,1,4,0.029
4,8.78,1,9,0.017
2,11.49,1,5,0.326
4,13.75,1,10,0.022
2,19.6,0,5,0.869
4,19.51,0,3,0.024
4,16.38,1,19,0.017
3,28.41,0,15,1.69
4,6.87,1,9,0.01
0,12.55,1,15,2.21
1,25.66,1,10,2.106
3,17.59,1,14,1.205
1,21.85,1,14,2.035
3,16.05,0,23,0.976
2,17.09,0,23,0.49
0,17.68,1,8,4.141
4,10.87,0,10,0.01
3,16.43,1,4,0.583
3,21.9,0,18,1.287
0,22.58,1,14,4.348
4,27.74,0,4,0.058
2,22.43,0,18,0.887
3,3.99,0,9,0.241
0,9.18,1,0,2.461
1,23.5,0,8,2.299
1,4.64,0,21,0.548
0,5.86,1,5,1.291
0,23.34,0,1,5.065
1,29.56,1,8,2.954
3,24.2,1,23,0.92
3,22.64,1,20,1.614
4,3.44,0,17,0.01
4,8.38,0,9,0.01
3,1.18,0,9,0.08
4,9.07,1,10,0.018
3,29.92,1,19,1.259
1,4.72,1,11,0.529
2,8.27,1,3,0.322
4,7.15,1,20,0.012
3,26.89,0,4,1.797
0,8.87,0,23,1.457
1,10.67,1,6,1.045
2,6.23,1,0,0.203
2,17.14,1,0,0.681
4,11.63,1,21,0.017
2,29.95,0,12,1.587
3,0.63,1,3,0.033
1,13.49,1,17,1.602
3,22.81,0,16,1.405
4,27.11,0,12,0.047
4,13.35,0,2,0.013
0,24.78,1,9,4.611
3,3.06,1,22,0.198
1,2.69,1,22,0.206
4,11.22,0,2,0.01
4,25.92,0,23,0.016
0,28.88,0,13,5.548
3,0.87,1,2,0.055
1,3.33,1,6,0.268
4,23.26,0,1,0.013
0,9.5,0,16,1.675
3,10.91,1,22,0.361
2,2.84,1,20,0.064
0,9.06,0,19,2.229
0,9.46,1,22,2.335
0,3.61,1,2,0.878
4,10.83,1,10,0.024
0,5.29,0,18,0.72
3,25.62,0,10,1.347
3,10.55,0,13,0.698
4,18.03,1,11,0.019
3,25.38,1,11,1.134
0,8.61,1,13,1.719
0,14.44,1,12,2.201
3,25.77,1,20,1.998
1,8.83,1,17,0.842
1,2.17,1,7,0.144
4,21.83,1,18,0.036
2,18.89,1,4,0.95
4,13.57,0,4,0.021
3,12.24,0,11,0.708
0,24.42,1,6,4.928
1,17.39,0,22,1.525
0,16.3,0,22,3.18
1,12.06,0,23,1.112
2,12.33,1,12,0.723
0,27.92,0,16,4.056
0,18.33,1,23,4.181
4,2.41,0,2,0.01
4,6.34,1,18,0.01
3,21.06,1,1,1.098
0,23.8,1,9,5.238
0,19.08,0,23,2.589
0,29.84,0,16,7.568
0,24.91,1,11,5.682
1,11.57,1,14,1.223
2,11.54,0,17,0.46
2,4.53,0,0,0.121
0,16.17,0,16,3.134
2,9.4,1,1,0.385
1,19.71,0,4,1.319
2,18.09,1,11,0.92
2,1.2,0,6,0.03
1,4.72,0,21,0.448
4,6.42,1,6,0.012
0,4.21,1,17,0.763
1,27.56,1,22,1.977
1,12.54,0,5,1.182
3,9.35,1,18,0.708
3,9.45,0,8,0.536
4,18.64,1,0,0.022
1,12.3,1,14,1.118
1,3.14,1,16,0.292
3,18.52,1,1,0.709
4,18.77,0,0,0.023
1,9.93,0,1,0.742
1,27.51,0,22,2.741
0,29.73,0,22,4.273
1,5.85,1,9,0.52
0,9.78,1,8,2.812
0,9.53,0,3,2.09
0,15.61,0,13,2.246
0,12.66,1,13,3.246
2,13.64,1,14,0.48
1,8.5,1,1,0.856
1,22.84,1,16,2.061
0,7.41,1,4,1.766
0,3.63,0,18,1.003
0,20.37,1,20,5.676
3,8.12,0,8,0.508
2,22.26,0,18,0.962
0,21.76,1,19,5.334
0,18.52,1,23,3.429
2,20.02,0,8,0.829
2,27.26,1,13,0.656
4,12.93,0,20,0.015
1,25.39,0,13,2.019
4,24.62,1,14,0.031
3,25.22,1,4,1.282
1,25.14,1,6,2.468
2,18.79,0,17,0.571
0,26.02,1,4,6.631
3,5.66,1,15,0.221
1,11.11,0,9,1.128
2,21.58,1,19,0.718
0,19.04,0,9,5.637
3,23.88,1,11,1.772
4,15.93,0,7,0.016
0,20.79,0,14,4.871
1,17.38,0,10,1.926
0,29.44,1,6,7.497
0,6.21,1,22,1.049
0,13.7,1,22,2.374
2,6.62,0,19,0.175
4,8.2,1,3,0.018
0,15.84,1,14,3.648
0,11.87,1,20,1.995
0,25.1,0,18,5.145
1,18.46,1,3,1.73
3,18.39,0,3,0.859
0,8.25,1,11,1.491
2,19.05,1,13,0.94
1,15.11,0,21,1.377
2,12.97,1,1,0.543
4,16.21,1,11,0.01
4,29.92,1,8,0.025
2,29.85,1,2,1.065
1,13.74,0,9,0.957
1,6.03,0,16,0.603
3,2.06,1,3,0.129
0,5.47,0,19,1.023
1,18.01,1,19,1.714
0,15.28,1,20,4.928
4,3.66,1,4,0.01
4,0.89,0,1,0.01
1,22.97,1,21,1.739
3,18.92,0,0,0.615
1,17.68,0,9,1.259
1,8.99,1,5,0.706
0,13.1,1,23,3.485
3,19.75,0,4,1.343
3,24.8,1,21,1.951
3,12.67,0,13,0.683
2,20.88,0,10,0.914
2,14.27,0,4,0.29
1,6.88,1,20,0.6
1,21.52,1,4,2.097
1,16.25,1,23,1.613
4,19.23,0,9,0.017
4,25.39,0,21,0.041
0,3.74,0,1,0.847
1,20.47,0,18,1.989
0,4.21,1,11,0.786
2,16.73,0,12,0.509
0,10.16,0,12,1.635
1,19.68,0,7,1.788
2,7.12,1,10,0.256
0,16.06,0,8,3.452
4,5.73,0,0,0.01
1,23.11,1,12,1.573
4,5.93,0,15,0.012
2,29.75,0,14,1.274
2,18.29,0,0,0.411
1,4.63,1,11,0.594
4,7.16,1,3,0.01
0,5.59,0,21,1.609
2,12.31,0,6,0.477
4,2.16,0,6,0.01
4,29.72,0,9,0.017
0,13.42,1,11,2.62
0,22.9,0,15,4.816
4,29.27,1,9,0.038
1,20.86,1,13,1.739
0,23.05,0,7,5.866
4,14.04,0,6,0.012
3,24.98,1,11,0.939
4,14.59,1,1,0.029
4,3.21,0,11,0.01
0,17.5,0,7,2.261
1,7.99,0,11,0.66
4,3.32,0,5,0.01
1,16.03,0,9,1.257
1,12.16,1,8,0.935
4,19.22,1,22,0.012
3,24.94,1,12,1.687
2,22.02,1,3,1.068
4,8.28,1,22,0.01
0,25.52,0,19,4.555
1,14.15,1,21,1.201
1,14.61,1,21,1.37
2,6.16,0,22,0.193
0,13.25,0,4,1.803
3,22.86,1,12,1.702
2,28.79,1,18,0.938
0,4.38,0,16,0.672
3,17.81,0,9,1.024
1,13.23,0,5,0.871
2,28.77,0,9,1.468
3,28.53,0,13,1.949
0,18.37,0,11,4.03
2,7.47,1,23,0.265
2,1.97,0,12,0.094
1,29.32,0,3,1.932
4,13.37,0,14,0.019
0,17.62,0,0,3.634
1,2.23,0,11,0.219
0,1.23,1,21,0.305
3,23.18,1,18,1.323
1,9.33,0,2,0.696
3,7.99,0,17,0.469
1,20.64,1,19,2.114
1,11.8,1,3,1.126
1,23.24,1,18,2.441
3,2.16,1,14,0.126
1,4.83,1,23,0.361
4,3.5,1,23,0.01
4,9.56,1,1,0.014
1,24.42,0,13,2.248
1,24.22,0,17,2.39
3,4.21,0,6,0.296
0,18.71,1,6,4.841
1,27.3,1,0,2.246
3,20.99,0,20,1.388
4,7.22,1,10,0.01
3,10.56,0,13,0.672
4,25.87,0,8,0.035
2,2.45,1,6,0.099
1,6.92,1,10,0.806
1,14.52,1,15,1.138
0,28.91,1,23,4.331
3,11.14,0,17,0.809
4,7.28,0,12,0.012
3,23.62,1,14,1.821
0,29.56,0,0,6.323
3,6.13,0,7,0.304
0,21.5,1,5,5.767
3,5.18,1,10,0.171
1,5.66,1,17,0.642
3,3.43,0,12,0.221
2,13.42,1,3,0.485
3,6.09,0,7,0.288
1,29.67,1,19,3.279
4,13.32,1,13,0.028
0,27.86,1,3,3.808
3,9.56,0,22,0.385
2,19.21,1,11,0.947
2,8.86,0,9,0.325
0,14.61,0,22,3.179
4,6.02,0,19,0.01
2,6.83,1,2,0.182
3,28.44,0,4,1.142
2,5.42,0,14,0.163
1,28.69,1,1,1.89
0,29.03,1,13,5.163
0,13.02,0,4,3.009
1,19.06,1,5,1.893
4,13.06,1,8,0.01
4,2.59,1,17,0.01
0,5.98,0,20,1.242
1,11.99,0,23,0.763
1,24.05,0,14,1.56
2,23.45,1,7,1.281
3,12.03,1,6,0.845
0,21.12,1,23,5.81
0,29.34,0,22,3.821
4,24.57,0,3,0.035
0,3.03,0,21,0.507
1,21.4,0,0,1.527
1,8.61,0,19,0.761
4,8.14,1,12,0.01
3,29.64,0,8,1.64
3,28.72,1,4,2.193
4,5.39,0,4,0.01
3,7.55,0,17,0.252
1,22.82,1,9,2.068
1,18.62,1,15,1.515
2,20.62,0,19,0.865
2,27.35,0,7,1.331
3,15.78,0,0,1.096
3,5.0,1,21,0.313
1,5.85,0,22,0.571
4,2.43,0,19,0.01
1,8.6,0,11,0.796
0,10.65,0,23,1.522
4,1.99,1,6,0.01
4,10.72,0,21,0.015
3,23.68,1,18,1.589
2,7.51,1,4,0.322
2,9.23,0,21,0.448
4,28.6,0,0,0.037
2,5.44,1,6,0.151
3,28.16,0,15,1.563
3,28.83,0,3,0.966
4,6.94,1,13,0.01
3,15.56,1,4,0.817
4,14.58,0,21,0.011
1,4.05,0,19,0.463
0,5.3,1,12,1.518
0,26.45,0,16,6.166
2,1.1,0,6,0.036
2,9.87,0,16,0.424
1,21.64,0,23,1.926
4,18.82,0,0,0.014
1,28.62,0,4,2.15
2,29.82,0,1,0.912
4,4.22,1,22,0.01
1,28.11,0,11,1.913
2,15.65,1,3,0.757
1,14.82,0,13,1.465
1,17.88,0,21,1.722
1,7.89,1,9,0.602
3,1.38,0,23,0.065
0,5.63,1,10,1.263
4,25.93,0,13,0.023
0,26.92,1,19,5.239
2,26.39,0,14,0.932
3,28.21,0,16,1.697
2,28.27,0,10,0.658
4,7.76,0,11,0.012
1,24.25,0,0,2.28
3,3.36,0,6,0.219
3,17.13,1,4,0.749
1,5.05,0,13,0.537
3,4.4,1,7,0.225
1,1.54,0,14,0.135
1,26.41,1,9,2.266
3,22.35,1,11,1.028
2,9.73,1,14,0.397
4,16.57,0,22,0.023
0,2.73,1,22,0.547
4,3.28,1,3,0.01
0,5.86,1,11,1.539
3,2.47,1,18,0.178
3,21.25,0,19,0.922
4,5.18,1,22,0.01
1,10.1,0,11,0.845
1,19.72,0,10,1.979
2,20.86,0,12,0.807
3,27.76,1,7,1.862
4,28.01,0,13,0.039
3,3.72,1,23,0.267
1,8.2,1,7,0.704
3,7.53,1,22,0.404
4,10.43,1,14,0.01
4,28.33,0,22,0.039
3,28.95,1,9,1.033
0,19.89,0,19,4.33
2,29.84,1,10,1.156
1,22.67,1,3,1.773
0,9.51,0,23,1.675
0,14.24,1,1,2.392
4,8.0,1,13,0.014
0,14.64,1,14,2.687
4,19.36,1,21,0.036
3,13.57,1,10,0.753
4,17.3,1,23,0.023
1,19.98,1,13,1.44
4,4.94,0,9,0.01
1,26.74,1,9,3.523
3,29.2,1,22,1.71
2,11.08,1,6,0.524
0,26.64,1,21,4.61
0,22.78,0,19,3.483
2,29.0,1,23,0.723
4,2.18,1,7,0.01
2,13.22,0,18,0.46
0,18.26,1,23,4.221
4,4.54,1,2,0.01
4,29.61,0,21,0.026
2,0.8,1,8,0.036
3,13.89,1,11,0.721
1,26.9,0,23,2.081
2,7.12,1,4,0.285
2,10.42,1,15,0.25
1,6.61,0,20,0.648
4,3.01,0,13,0.01
3,11.49,1,23,0.754
0,29.14,1,13,4.336
2,26.43,0,2,0.568
4,22.14,1,5,0.033
2,23.39,1,4,1.152
4,6.56,1,15,0.01
0,22.79,0,18,3.881
0,8.19,1,6,1.384
4,27.28,1,23,0.021
1,2.59,1,12,0.218
1,24.11,0,9,2.257
0,6.22,1,10,1.435
1,28.43,1,22,3.021
0,21.33,1,9,5.078
3,24.49,0,23,1.454
4,25.95,1,14,0.02
4,11.16,0,5,0.014
0,4.7,0,0,1.136
4,5.09,1,18,0.01
2,18.63,1,20,0.549
4,23.42,0,10,0.042
2,17.43,1,11,0.703
3,28.7,1,21,1.311
0,7.28,0,12,0.984
3,0.61,1,12,0.037
1,25.45,0,4,1.54
3,19.78,0,16,0.65
4,0.93,1,10,0.01
0,29.77,1,2,4.231
1,20.94,0,0,1.323
2,10.86,1,15,0.257
2,2.22,1,5,0.086
4,15.36,0,8,0.012
3,16.57,1,13,0.864
4,15.12,0,12,0.021
3,15.78,0,16,0.988
4,10.18,0,11,0.01
3,8.88,1,19,0.578
4,8.21,0,6,0.014
0,11.03,1,21,3.049
2,13.24,1,7,0.787
0,22.12,1,19,6.463
2,22.82,1,2,0.615
2,18.46,1,4,0.968
3,19.78,1,6,1.333
1,16.1,0,21,1.876
0,10.42,1,0,1.693
3,27.14,1,16,1.928
3,6.74,0,13,0.317
2,18.85,1,17,0.754
1,5.65,0,12,0.437
0,0.62,1,21,0.163
3,2.09,1,3,0.162
4,10.23,0,21,0.013
1,28.54,0,18,2.982
4,14.06,0,2,0.018
1,26.41,1,9,2.952
4,7.58,0,4,0.01
1,12.65,1,17,1.329
3,19.12,1,3,0.753
4,28.15,0,2,0.042
4,6.8,0,4,0.012
2,17.23,1,0,0.518
1,7.74,1,16,0.605
1,29.57,0,8,3.133
2,1.83,1,19,0.062
3,15.33,0,17,1.132
4,5.41,1,11,0.012
0,26.8,0,13,5.26
3,22.08,1,18,1.205
3,25.97,1,2,2.075
4,12.38,0,17,0.01
4,27.0,1,9,0.051
1,23.71,1,16,2.187
1,11.86,1,19,1.363
2,0.64,0,9,0.025
0,2.13,1,14,0.433
0,6.77,1,2,1.887
1,6.6,0,7,0.501
0,2.17,1,10,0.431
2,8.41,0,18,0.197
2,15.33,1,17,0.798
2,22.72,1,23,1.138
4,22.77,0,22,0.032
1,29.27,0,19,3.507
0,6.25,0,16,0.926
1,4.4,1,7,0.37
0,5.31,1,21,1.178
1,2.22,0,1,0.213
2,4.27,1,23,0.212
2,9.7,0,17,0.297
3,14.33,1,3,0.99
0,15.2,1,3,2.902
1,10.51,1,23,1.125
3,6.08,0,18,0.289
1,9.16,0,3,0.642
0,19.66,1,9,5.809
0,6.23,0,18,1.067
2,22.42,0,18,0.919
3,21.31,0,7,1.237
4,26.61,0,22,0.013
3,24.47,1,7,1.168
4,28.94,1,6,0.023
4,16.02,1,16,0.017
3,12.54,0,20,0.625
2,11.85,1,2,0.64
1,1.31,0,5,0.104
4,5.26,0,19,0.01
3,25.02,1,19,1.316
0,18.25,1,20,3.27
2,13.8,0,10,0.362
1,6.66,1,7,0.581
0,7.16,0,3,1.506
2,29.71,0,21,1.125
1,20.09,1,22,2.23
3,7.73,0,3,0.483
4,9.15,0,3,0.014
2,18.44,1,15,0.735
3,21.74,1,4,0.951
4,12.08,1,9,0.025
2,26.85,1,15,1.248
0,1.75,1,21,0.415
1,18.01,0,14,1.578
4,23.58,1,13,0.039
2,7.45,0,7,0.243
3,9.23,0,13,0.572
4,3.17,0,13,0.01
3,13.27,1,9,0.786
4,21.03,0,6,0.032
3,22.74,0,15,1.575
4,22.1,0,2,0.043
1,9.58,1,12,0.987
2,27.67,0,16,0.879
1,13.19,1,19,1.714
2,4.32,0,1,0.208
2,4.24,0,21,0.153
3,23.76,1,1,0.903
3,5.94,0,4,0.317
1,3.04,1,1,0.321
4,16.61,0,8,0.012
1,28.12,0,11,2.525
3,3.79,1,15,0.145
4,9.11,1,20,0.019
3,27.32,1,9,1.237
4,28.15,0,20,0.023
2,17.91,0,17,0.539
2,16.26,1,10,0.638
1,24.52,1,20,2.811
4,3.64,0,22,0.01
2,12.5,1,18,0.581
4,14.74,0,23,0.026
2,13.52,0,20,0.37
4,29.92,1,9,0.045
4,20.12,0,19,0.013
3,0.61,1,3,0.026
3,24.77,1,5,1.537
2,4.13,0,23,0.167
1,22.79,0,20,2.688
0,20.02,1,16,3.752
2,28.21,1,17,1.105
1,13.79,0,12,1.044
3,6.42,0,4,0.277
1,19.13,0,4,1.745
2,9.46,0,8,0.335
4,29.74,1,18,0.029
4,27.08,0,9,0.018
1,17.48,0,9,1.51
0,26.59,0,17,6.968
4,25.83,1,11,0.039
3,18.89,1,16,0.987
1,17.09,1,16,1.787
4,17.98,0,16,0.02
1,3.77,1,0,0.305
0,26.08,1,2,5.478
1,20.16,0,9,2.047
4,3.71,1,4,0.01
2,0.74,1,23,0.042
0,6.74,0,9,0.987
3,28.33,0,1,1.635
4,3.91,0,11,0.01
3,20.45,0,4,1.288
2,10.83,1,15,0.46
4,23.67,0,10,0.04
0,17.32,0,11,3.84
0,10.68,0,20,1.859
1,26.71,0,11,1.83
4,21.96,0,19,0.027
2,26.32,1,3,1.229
1,8.91,1,4,0.779
0,5.67,0,10,1.268
0,4.73,0,0,0.63
3,5.32,0,18,0.231
3,25.65,1,21,1.552
4,4.69,1,18,0.01
1,26.98,0,11,2.369
1,24.87,0,23,1.635
1,8.07,0,16,0.532
0,8.19,0,3,1.466
0,0.71,1,15,0.187
3,8.93,0,23,0.312
0,9.33,1,4,1.7
3,28.27,1,8,1.416
4,2.12,0,9,0.01
0,19.57,0,16,3.831
2,6.43,1,15,0.359
2,6.6,0,3,0.274
3,21.27,1,14,1.477
4,21.04,0,16,0.016
4,7.95,0,15,0.013
2,6.84,1,7,0.325
0,12.86,1,4,2.188
4,13.58,1,19,0.01
2,24.62,0,20,0.931
4,9.58,1,11,0.01
2,13.7,0,20,0.709
3,18.76,1,7,1.042
1,5.77,0,21,0.5
4,4.9,1,17,0.01
3,16.82,1,10,1.148
3,29.54,0,14,1.709
0,23.77,1,6,6.786
0,15.53,0,2,2.491
2,27.09,1,22,0.736
1,1.7,1,8,0.176
4,29.09,1,18,0.029
4,1.73,0,2,0.01
2,5.27,1,14,0.29
3,2.61,1,6,0.213
4,21.88,0,5,0.019
4,4.9,0,18,0.01
1,26.64,0,11,2.519
2,9.9,0,20,0.45
0,27.77,0,14,4.933
1,23.24,1,23,2.334
2,10.08,0,11,0.357
0,3.54,0,4,0.899
4,3.86,1,12,0.01
2,11.99,1,22,0.348
1,21.48,1,8,2.564
2,25.78,1,5,0.868
4,5.74,1,9,0.01
4,13.92,1,12,0.013
0,12.88,1,6,3.033
1,25.02,0,18,2.378
3,10.15,0,1,0.68
1,23.51,1,10,2.51
4,13.73,0,19,0.015
3,1.86,1,9,0.071
3,16.49,1,7,1.07
2,13.5,0,5,0.68
0,29.73,0,14,6.644
2,5.15,1,19,0.228
3,9.62,1,21,0.642
1,10.62,0,7,1.074
3,14.23,0,12,1.028
1,14.71,1,20,1.469
3,17.13,1,21,0.996
0,23.6,0,19,5.794
0,1.4,0,5,0.329
2,29.08,1,3,0.882
0,4.72,1,19,1.301
1,15.29,1,22,1.186
4,13.8,1,4,0.025
1,6.21,0,11,0.501
0,19.23,0,23,3.187
2,3.65,0,21,0.105
1,14.77,0,11,1.183
3,29.12,0,21,0.998
1,26.82,0,18,2.733
0,26.8,1,5,6.44
0,2.58,0,10,0.406
4,18.19,1,18,0.027
4,6.31,1,23,0.01
3,4.41,1,8,0.352
3,8.34,1,13,0.605
2,18.73,0,6,0.401
4,26.77,1,16,0.041
4,2.8,0,14,0.01
2,26.06,1,17,0.592
2,0.99,1,18,0.039
2,1.64,0,23,0.085
